total_return_pct,win_rate,max_drawdown_pct,sharpe_ratio,num_trades,window_start,window_end,window_number,compliance_passed,compliance_notes,compliance_firm,worst_daily_pnl,max_drawdown_amount,final_equity
-0.0,0.0,-0.0,,1,2023-12-26 11:00:00+00:00,2024-01-10 00:00:00+00:00,81,True,All checks passed,FTMO,-4.31525270931642,-14.595438127711532,99985.53163824731
0.01,0.0,-0.01,,1,2024-01-12 23:00:00+00:00,2024-01-27 12:00:00+00:00,82,True,All checks passed,FTMO,-7.9099852053979856,-9.896515691594686,100007.10347013682
-0.05,0.0,-0.05,,1,2024-01-30 11:00:00+00:00,2024-02-14 00:00:00+00:00,83,True,All checks passed,FTMO,-9.964202679263298,-33.499596664943965,99967.78091694205
0.01,0.0,-0.01,,1,2024-02-16 23:00:00+00:00,2024-03-02 12:00:00+00:00,84,True,All checks passed,FTMO,-6.9914958736619,-6.991495873662643,100005.52713384846
-0.02,0.0,-0.02,,1,2024-03-05 11:00:00+00:00,2024-03-20 00:00:00+00:00,85,True,All checks passed,FTMO,-4.847722310624347,-4.982368552140542,100011.91304118467
0.0,0.0,-0.0,,1,2024-03-22 23:00:00+00:00,2024-04-06 12:00:00+00:00,86,True,All checks passed,FTMO,-5.408056259292217,-11.916487930429867,99999.89165599013
-0.03,0.0,-0.06,,1,2024-04-09 11:00:00+00:00,2024-04-24 00:00:00+00:00,87,True,All checks passed,FTMO,-6.721802429958656,-12.99620922729082,100002.10057354541
0.02,0.0,-0.01,,1,2024-04-26 23:00:00+00:00,2024-05-11 12:00:00+00:00,88,True,All checks passed,FTMO,-3.301759449344301,-11.272415331215598,99997.86536208069
-0.01,0.0,-0.01,,1,2024-05-14 11:00:00+00:00,2024-05-29 00:00:00+00:00,89,True,All checks passed,FTMO,-5.459844461016339,-9.174667363389744,99990.82533263661
0.0,0.0,-0.02,,1,2024-05-31 23:00:00+00:00,2024-06-15 12:00:00+00:00,90,True,All checks passed,FTMO,-7.264342831697485,-7.264342831695103,100010.34395234537
0.01,0.0,-0.02,,1,2024-06-18 11:00:00+00:00,2024-07-03 00:00:00+00:00,91,True,All checks passed,FTMO,-5.918601817358945,-5.918601817364106,100005.95495845634
-0.03,0.0,-0.04,,1,2024-07-05 23:00:00+00:00,2024-07-20 12:00:00+00:00,92,True,All checks passed,FTMO,-4.167509175141076,-13.815727211389458,99996.9162971946
-0.0,0.0,-0.04,,1,2024-07-23 11:00:00+00:00,2024-08-07 00:00:00+00:00,93,True,All checks passed,FTMO,-7.828275438237052,-12.918293220034684,100018.50391807282
0.0,0.0,-0.05,,1,2024-08-09 23:00:00+00:00,2024-08-24 12:00:00+00:00,94,True,All checks passed,FTMO,-5.343938810083058,-20.102058538337587,99997.51431485574
0.03,0.0,-0.01,,1,2024-08-27 11:00:00+00:00,2024-09-11 00:00:00+00:00,95,True,All checks passed,FTMO,-10.314358879821482,-24.608206087519648,99981.97286342716
0.02,0.0,-0.0,,1,2024-09-13 23:00:00+00:00,2024-09-28 12:00:00+00:00,96,True,All checks passed,FTMO,-2.0629474383737687,-2.8189721315866336,100015.61474232112
0.01,0.0,-0.01,,1,2024-10-01 11:00:00+00:00,2024-10-16 00:00:00+00:00,97,True,All checks passed,FTMO,-6.31118341701499,-23.267343312778394,99980.0278830063
0.02,0.0,-0.01,,1,2024-10-18 23:00:00+00:00,2024-11-02 12:00:00+00:00,98,True,All checks passed,FTMO,-4.636189818857385,-11.071326749632135,99998.44442994914
-0.05,0.0,-0.07,,1,2024-11-05 11:00:00+00:00,2024-11-20 00:00:00+00:00,99,True,All checks passed,FTMO,-8.326124751965077,-19.31408282823395,99990.83254316651
-0.01,0.0,-0.01,,1,2024-11-22 23:00:00+00:00,2024-12-07 12:00:00+00:00,100,True,All checks passed,FTMO,-3.1040395927846083,-9.205373086384498,99996.09997275
0.0,0.0,-0.03,,1,2024-12-10 11:00:00+00:00,2024-12-25 00:00:00+00:00,101,True,All checks passed,FTMO,-17.052181116331763,-18.796361670436454,99988.93226507994
