Gmt time,Open,High,Low,Close,Volume
03.01.2023 14:30:00.000,130.247,130.667,129.436,129.806,29544000.15
03.01.2023 14:35:00.000,129.817,130.657,129.516,130.487,24659999.85
03.01.2023 14:40:00.000,130.497,130.887,129.767,129.867,31319999.69
03.01.2023 14:45:00.000,129.867,130.106,128.497,128.577,31512000.08
03.01.2023 14:50:00.000,128.567,128.697,127.656,127.866,24600000.38
03.01.2023 14:55:00.000,127.857,127.967,126.886,126.926,25056000.23
03.01.2023 15:00:00.000,126.957,127.287,126.416,126.496,25559999.47
03.01.2023 15:05:00.000,126.497,126.886,126.426,126.477,21467999.7
03.01.2023 15:10:00.000,126.467,126.487,125.766,125.896,22368000.03
03.01.2023 15:15:00.000,125.916,126.047,125.476,125.516,19704000
03.01.2023 15:20:00.000,125.526,125.957,125.486,125.706,18168000.22
03.01.2023 15:25:00.000,125.716,125.817,125.236,125.446,16415999.89
03.01.2023 15:30:00.000,125.406,125.687,125.096,125.197,18407999.99
03.01.2023 15:35:00.000,125.196,125.397,125.047,125.376,13932000.16
03.01.2023 15:40:00.000,125.386,125.766,125.316,125.346,15275999.78
03.01.2023 15:45:00.000,125.357,125.717,125.267,125.656,13776000.02
03.01.2023 15:50:00.000,125.667,125.717,125.216,125.307,15396000.15
03.01.2023 15:55:00.000,125.306,125.637,125.306,125.586,15323999.88
03.01.2023 16:00:00.000,125.576,125.857,125.476,125.506,15912000.18
03.01.2023 16:05:00.000,125.497,125.647,125.046,125.067,14375999.69
03.01.2023 16:10:00.000,125.077,125.247,124.716,124.807,18276000.02
03.01.2023 16:15:00.000,124.816,125.207,124.746,125.066,16656000.38
03.01.2023 16:20:00.000,125.057,125.437,124.916,125.216,17963999.99
03.01.2023 16:25:00.000,125.226,125.387,125.006,125.337,16715999.84
03.01.2023 16:30:00.000,125.337,125.347,124.836,125.007,18348000.05
03.01.2023 16:35:00.000,125.016,125.267,124.887,125.226,15492000.1
03.01.2023 16:40:00.000,125.237,125.336,124.946,124.956,15048000.1
03.01.2023 16:45:00.000,124.946,124.976,124.737,124.846,14231999.87
03.01.2023 16:50:00.000,124.847,124.847,124.507,124.576,12899999.98
03.01.2023 16:55:00.000,124.576,124.807,124.486,124.726,12456000.33
03.01.2023 17:00:00.000,124.737,124.857,124.696,124.706,13655999.9
03.01.2023 17:05:00.000,124.716,125.026,124.686,124.917,11832000.26
03.01.2023 17:10:00.000,124.907,125.037,124.806,124.956,10475999.95
03.01.2023 17:15:00.000,124.966,124.977,124.736,124.786,10427999.97
03.01.2023 17:20:00.000,124.776,124.847,124.336,124.347,11460000.04
03.01.2023 17:25:00.000,124.356,124.677,124.336,124.647,11352000
03.01.2023 17:30:00.000,124.657,124.936,124.606,124.796,11927999.97
03.01.2023 17:35:00.000,124.797,124.857,124.586,124.616,11532000.3
03.01.2023 17:40:00.000,124.617,124.717,124.556,124.647,11676000.12
03.01.2023 17:45:00.000,124.657,124.687,124.446,124.597,11544000.15
03.01.2023 17:50:00.000,124.596,124.687,124.506,124.537,10404000.16
03.01.2023 17:55:00.000,124.547,124.657,124.346,124.587,13271999.96
03.01.2023 18:00:00.000,124.576,124.746,124.406,124.687,9888000.01
03.01.2023 18:05:00.000,124.696,124.696,124.346,124.346,8388000.01
03.01.2023 18:10:00.000,124.356,124.577,124.196,124.276,11388000.13
03.01.2023 18:15:00.000,124.287,124.287,124.186,124.226,8327999.95
03.01.2023 18:20:00.000,124.226,124.367,124.206,124.227,7740000.19
03.01.2023 18:25:00.000,124.227,124.717,124.206,124.627,13416000.13
03.01.2023 18:30:00.000,124.636,124.707,124.536,124.566,11652000.07
03.01.2023 18:35:00.000,124.566,124.817,124.516,124.527,12132000.21
03.01.2023 18:40:00.000,124.526,124.657,124.506,124.606,10127999.9
03.01.2023 18:45:00.000,124.596,124.617,124.176,124.396,13464000.11
03.01.2023 18:50:00.000,124.406,124.767,124.296,124.726,10271999.96
03.01.2023 18:55:00.000,124.727,124.827,124.596,124.807,10500000.12
03.01.2023 19:00:00.000,124.816,124.987,124.597,124.757,12696000.1
03.01.2023 19:05:00.000,124.746,124.897,124.646,124.876,10020000.1
03.01.2023 19:10:00.000,124.887,124.917,124.626,124.656,11448000.07
03.01.2023 19:15:00.000,124.656,124.806,124.476,124.506,10368000.15
03.01.2023 19:20:00.000,124.506,124.567,124.416,124.516,10284000.16
03.01.2023 19:25:00.000,124.517,124.596,124.446,124.566,9564000.01
03.01.2023 19:30:00.000,124.557,124.607,124.166,124.287,11543999.91
03.01.2023 19:35:00.000,124.287,124.386,124.166,124.286,9528000
03.01.2023 19:40:00.000,124.297,124.836,124.277,124.807,11639999.75
03.01.2023 19:45:00.000,124.807,125.317,124.767,125.156,18755999.8
03.01.2023 19:50:00.000,125.166,125.177,124.596,124.637,13271999.84
03.01.2023 19:55:00.000,124.627,124.886,124.436,124.606,13944000.01
03.01.2023 20:00:00.000,124.616,124.817,124.507,124.646,14808000.33
03.01.2023 20:05:00.000,124.657,124.677,124.396,124.436,10500000
03.01.2023 20:10:00.000,124.437,124.707,124.396,124.687,10152000.07
03.01.2023 20:15:00.000,124.696,125.007,124.686,124.867,12815999.98
03.01.2023 20:20:00.000,124.867,124.887,124.557,124.617,12539999.96
03.01.2023 20:25:00.000,124.636,124.776,124.536,124.607,10775999.78
