Gmt time,Open,High,Low,Close,Volume
01.01.2020 23:00:00.000,1.12143,1.12218,1.12142,1.12188,1401660034.18
02.01.2020 00:00:00.000,1.12188,1.12190,1.12157,1.12183,1789910034.18
02.01.2020 01:00:00.000,1.12182,1.12244,1.12180,1.12209,3132760009.77
02.01.2020 02:00:00.000,1.12210,1.12245,1.12184,1.12222,2118969970.7
02.01.2020 03:00:00.000,1.12224,1.12231,1.12124,1.12132,2550649902.34
02.01.2020 04:00:00.000,1.12132,1.12143,1.12008,1.12012,2658699951.17
02.01.2020 05:00:00.000,1.12011,1.12044,1.12009,1.12043,3424399902.34
02.01.2020 06:00:00.000,1.12044,1.12077,1.12036,1.12077,3330360107.42
02.01.2020 07:00:00.000,1.12078,1.12102,1.12043,1.12098,6752850097.66
02.01.2020 08:00:00.000,1.12099,1.12137,1.12051,1.12120,7196890136.72
02.01.2020 09:00:00.000,1.12119,1.12141,1.12011,1.12030,6928990234.38
02.01.2020 10:00:00.000,1.12030,1.12039,1.11927,1.11982,7231790039.06
02.01.2020 11:00:00.000,1.11984,1.12021,1.11842,1.11848,8868139648.44
02.01.2020 12:00:00.000,1.11847,1.11943,1.11829,1.11930,7013319824.22
02.01.2020 13:00:00.000,1.11929,1.11970,1.11896,1.11963,188198875000
02.01.2020 14:00:00.000,1.11963,1.11965,1.11700,1.11741,121648960937.5
02.01.2020 15:00:00.000,1.11739,1.12023,1.11708,1.12005,42482738281.25
02.01.2020 16:00:00.000,1.12006,1.12030,1.11651,1.11661,44095589843.75
02.01.2020 17:00:00.000,1.11661,1.11719,1.11635,1.11698,8147640136.72
02.01.2020 18:00:00.000,1.11698,1.11723,1.11636,1.11702,6858700195.31
02.01.2020 19:00:00.000,1.11702,1.11703,1.11642,1.11663,5628540039.06
02.01.2020 20:00:00.000,1.11662,1.11715,1.11659,1.11693,3691010009.77
02.01.2020 21:00:00.000,1.11692,1.11735,1.11689,1.11722,1517578002.93
02.01.2020 22:00:00.000,1.11722,1.11730,1.11687,1.11713,837700012.21
02.01.2020 23:00:00.000,1.11712,1.11734,1.11701,1.11708,1114060058.59
03.01.2020 00:00:00.000,1.11707,1.11760,1.11698,1.11754,1770630004.88
03.01.2020 01:00:00.000,1.11753,1.11784,1.11722,1.11735,3335469970.7
03.01.2020 02:00:00.000,1.11735,1.11774,1.11718,1.11725,6198959960.94
03.01.2020 03:00:00.000,1.11725,1.11736,1.11695,1.11720,3515530029.3
03.01.2020 04:00:00.000,1.11720,1.11749,1.11685,1.11700,2752530029.3
03.01.2020 05:00:00.000,1.11700,1.11706,1.11643,1.11663,4027489990.23
03.01.2020 06:00:00.000,1.11663,1.11695,1.11638,1.11691,2995729980.47
03.01.2020 07:00:00.000,1.11691,1.11715,1.11521,1.11532,9234219726.56
03.01.2020 08:00:00.000,1.11531,1.11604,1.11505,1.11512,12276480468.75
03.01.2020 09:00:00.000,1.11512,1.11522,1.11400,1.11401,11537610351.56
03.01.2020 10:00:00.000,1.11400,1.11433,1.11307,1.11360,10708940429.69
03.01.2020 11:00:00.000,1.11361,1.11361,1.11249,1.11300,9108389648.44
03.01.2020 12:00:00.000,1.11300,1.11426,1.11281,1.11391,8111209960.94
03.01.2020 13:00:00.000,1.11392,1.11488,1.11373,1.11381,10360530273.44
03.01.2020 14:00:00.000,1.11380,1.11541,1.11353,1.11522,11179879882.81
03.01.2020 15:00:00.000,1.11525,1.11674,1.11525,1.11633,13278620117.19
03.01.2020 16:00:00.000,1.11634,1.11798,1.11624,1.11719,34948261718.75
03.01.2020 17:00:00.000,1.11720,1.11740,1.11679,1.11721,5319970214.84
03.01.2020 18:00:00.000,1.11721,1.11732,1.11659,1.11666,5769220214.84
03.01.2020 19:00:00.000,1.11665,1.11681,1.11612,1.11673,6346919921.88
03.01.2020 20:00:00.000,1.11673,1.11674,1.11600,1.11616,3136625000
03.01.2020 21:00:00.000,1.11614,1.11620,1.11523,1.11548,1493574951.17
05.01.2020 22:00:00.000,1.11656,1.11667,1.11589,1.11594,393209991.46
05.01.2020 23:00:00.000,1.11595,1.11677,1.11592,1.11604,4004889892.58
06.01.2020 00:00:00.000,1.11603,1.11685,1.11600,1.11635,3971060058.59
06.01.2020 01:00:00.000,1.11635,1.11653,1.11612,1.11627,4644209960.94
06.01.2020 02:00:00.000,1.11628,1.11671,1.11624,1.11653,2647949951.17
06.01.2020 03:00:00.000,1.11654,1.11709,1.11653,1.11657,3670560058.59
06.01.2020 04:00:00.000,1.11658,1.11661,1.11616,1.11642,4392169921.88
06.01.2020 05:00:00.000,1.11644,1.11651,1.11606,1.11623,2626570068.36
06.01.2020 06:00:00.000,1.11622,1.11624,1.11571,1.11607,3704110107.42
06.01.2020 07:00:00.000,1.11606,1.11667,1.11597,1.11646,7583149902.34
06.01.2020 08:00:00.000,1.11647,1.11799,1.11632,1.11785,9290250000
06.01.2020 09:00:00.000,1.11786,1.11936,1.11751,1.11932,10290990234.38
06.01.2020 10:00:00.000,1.11934,1.11996,1.11899,1.11964,8443099609.38
06.01.2020 11:00:00.000,1.11963,1.12055,1.11962,1.12032,7966680175.78
06.01.2020 12:00:00.000,1.12032,1.12043,1.11951,1.11981,6371080078.13
06.01.2020 13:00:00.000,1.11982,1.12032,1.11911,1.11976,8722139648.44
06.01.2020 14:00:00.000,1.11976,1.12002,1.11825,1.11831,12582990234.38
06.01.2020 15:00:00.000,1.11832,1.11902,1.11821,1.11886,11356059570.31
06.01.2020 16:00:00.000,1.11887,1.11896,1.11809,1.11872,9038750000
06.01.2020 17:00:00.000,1.11872,1.11960,1.11842,1.11950,5416290039.06
06.01.2020 18:00:00.000,1.11952,1.11979,1.11917,1.11919,4388899902.34
06.01.2020 19:00:00.000,1.11918,1.11928,1.11879,1.11912,3804959960.94
06.01.2020 20:00:00.000,1.11914,1.11939,1.11889,1.11936,3432594970.7
06.01.2020 21:00:00.000,1.11936,1.11989,1.11928,1.11968,1230319946.29
06.01.2020 22:00:00.000,1.11960,1.11961,1.11928,1.11955,2340310058.59
06.01.2020 23:00:00.000,1.11955,1.11975,1.11941,1.11954,2050090087.89
07.01.2020 00:00:00.000,1.11953,1.11954,1.11891,1.11897,2829129882.81
07.01.2020 01:00:00.000,1.11897,1.11970,1.11896,1.11934,3030169921.88
07.01.2020 02:00:00.000,1.11934,1.11934,1.11909,1.11913,2337770019.53
07.01.2020 03:00:00.000,1.11914,1.11943,1.11912,1.11922,2278739990.23
07.01.2020 04:00:00.000,1.11921,1.11934,1.11905,1.11909,2184449951.17
07.01.2020 05:00:00.000,1.11908,1.11924,1.11828,1.11830,2618689941.41
07.01.2020 06:00:00.000,1.11829,1.11897,1.11809,1.11816,6207930175.78
07.01.2020 07:00:00.000,1.11815,1.11854,1.11729,1.11740,8676379882.81
07.01.2020 08:00:00.000,1.11740,1.11875,1.11726,1.11847,10385389648.44
07.01.2020 09:00:00.000,1.11846,1.11896,1.11805,1.11845,7980740234.38
07.01.2020 10:00:00.000,1.11846,1.11862,1.11648,1.11762,9907509765.63
07.01.2020 11:00:00.000,1.11762,1.11849,1.11720,1.11816,9872570312.5
07.01.2020 12:00:00.000,1.11817,1.11831,1.11708,1.11748,9094370117.19
07.01.2020 13:00:00.000,1.11746,1.11778,1.11548,1.11561,12855080078.13
07.01.2020 14:00:00.000,1.11560,1.11622,1.11465,1.11478,12690639648.44
07.01.2020 15:00:00.000,1.11476,1.11516,1.11342,1.11417,14872469726.56
07.01.2020 16:00:00.000,1.11417,1.11439,1.11335,1.11369,8466190429.69
07.01.2020 17:00:00.000,1.11369,1.11473,1.11366,1.11424,6710330078.13
07.01.2020 18:00:00.000,1.11425,1.11495,1.11414,1.11434,4198600097.66
