date,open,high,low,close,volume
2023-06-20,427.3680749390013,428.266854946588,425.0038357091989,427.1042785644531,76160400
2023-06-21,426.1078078795827,426.9186657205313,424.3199672614879,424.9159240722656,76982300
2023-06-22,423.94877074517865,426.5572185867041,423.60683122872587,426.4497680664063,70637200
2023-06-23,422.9522539139059,425.03316856817855,422.50286388319,423.2257995605469,92074500
2023-06-26,422.6494405559072,424.5935676622896,421.2524047941776,421.4966430664063,72823600
2023-06-27,422.38555627801736,426.7427574926678,421.9263872615828,426.1175231933594,72813700
2023-06-28,425.0233458952222,427.3582776297816,424.39811154457294,426.3324890136719,75636000
2023-06-29,425.912404994794,428.1789430222069,425.50210144669927,428.0128479003906,67882300
2023-06-30,431.2661003863023,434.0601714331237,430.9436892259847,433.0636901855469,104921500
2023-07-03,432.71200640177057,433.8452455680432,432.42868170308367,433.56195068359375,32793400
2023-07-05,431.72529147444817,433.6596690923143,431.7155124041709,432.9171752929688,58418400
2023-07-06,429.29267096357466,429.9569918026386,426.9870465381491,429.5271301269531,80658300
2023-07-07,428.5208914404252,432.438482440406,428.1984802602594,428.4427185058594,86076100
2023-07-10,428.08122905289855,429.70297449948697,427.5048304001015,429.5271301269531,62443500
2023-07-11,430.29897893814285,432.7608898689312,429.3122468259373,432.26263427734375,64463800
2023-07-12,436.10206772542455,437.16694292685935,434.6561665398832,435.7405700683594,91924500
2023-07-13,437.5772291022,440.0000831998298,437.137618154442,439.198974609375,72425200
2023-07-14,440.0978010901068,440.95749469184375,438.15364433353807,438.9254455566406,69761800
2023-07-17,438.7789121016656,441.5143686161271,438.7300465624046,440.4494934082031,52680200
2023-07-18,440.11730077703953,444.3768012972551,439.6776600270388,443.7222595214844,80744400
2023-07-19,444.5233609336981,445.9106173943114,443.6440794478523,444.708984375,65891700
2023-07-20,443.7027320733537,444.6112911566319,441.0356398008323,441.7585754394531,70591600
2023-07-21,443.49755048868747,443.7027320733537,441.7488261836865,441.7585754394531,71245400
2023-07-24,442.92113753247287,444.5526620159479,441.8757907598253,443.7320251464844,54023400
2023-07-25,443.4585540183474,446.213539037833,443.4096884759316,444.9435119628906,55191200
2023-07-26,443.9958318681517,446.45774269927045,442.9309566740242,445.0118713378906,71052900
2023-07-27,448.44093347127927,448.8512668295463,441.1430937243833,442.0614318847656,92194400
2023-07-28,445.3733038725234,447.2295084657308,442.0614191485181,446.3893432617188,80011800
2023-07-31,446.86804144792967,447.6007561424109,445.5393699652003,447.2392883300781,62040400
2023-08-01,445.7542910800192,446.7117156597197,444.9922690069472,445.95947265625,55291500
2023-08-02,442.8039172405704,443.0676837995684,438.99380676163474,439.7558288574219,93933400
2023-08-03,437.7139940243607,440.4006145506753,437.05942245059424,438.49554443359375,64276100
2023-08-04,440.3323109267626,442.46206157046686,435.9848576221224,436.5124206542969,100052300
2023-08-07,438.36854286160207,440.4787647776866,437.66513555624056,440.3224487304688,58357500
2023-08-08,437.75308218770624,440.312724062817,435.0078466737877,438.40765380859375,71361300
2023-08-09,438.6811805966212,438.847275715875,434.7049749469342,435.4767761230469,78789600
2023-08-10,437.8605386591447,441.2896530041849,434.45098245393154,435.6330871582031,93005500
2023-08-11,433.7378155053105,436.4049078724968,433.13210942829295,435.3790893554688,68664600
2023-08-14,434.4509654885237,437.7823486328125,434.1383334058749,437.7823486328125,47867400
2023-08-15,435.9847539351431,436.34625154711455,432.1062497830805,432.68267822265625,75707500
2023-08-16,432.26255275727743,433.9429128638754,429.4000880417034,429.507568359375,80107200
