index,open,high,low,close,volume,date
2024-01-01 20:00:00+00:00,475.556,475.877,474.466,475.077,134816101.07,0
2024-01-01 21:00:00+00:00,475.556,475.877,474.466,475.077,134816101.07,1
2024-01-01 22:00:00+00:00,475.556,475.877,474.466,475.077,134816101.07,2
2024-01-01 23:00:00+00:00,475.556,475.877,474.466,475.077,134816101.07,3
2024-01-02 00:00:00+00:00,475.556,475.877,474.466,475.077,134816101.07,4
2024-01-02 01:00:00+00:00,475.556,475.877,474.466,475.077,134816101.07,5
2024-01-02 02:00:00+00:00,475.556,475.877,474.466,475.077,134816101.07,6
2024-01-02 03:00:00+00:00,475.556,475.877,474.466,475.077,134816101.07,7
2024-01-02 04:00:00+00:00,475.556,475.877,474.466,475.077,134816101.07,8
2024-01-02 05:00:00+00:00,475.556,475.877,474.466,475.077,134816101.07,9
2024-01-02 06:00:00+00:00,475.556,475.877,474.466,475.077,134816101.07,10
2024-01-02 07:00:00+00:00,475.556,475.877,474.466,475.077,134816101.07,11
2024-01-02 08:00:00+00:00,475.556,475.877,474.466,475.077,134816101.07,12
2024-01-02 09:00:00+00:00,475.556,475.877,474.466,475.077,134816101.07,13
2024-01-02 10:00:00+00:00,475.556,475.877,474.466,475.077,134816101.07,14
2024-01-02 11:00:00+00:00,475.556,475.877,474.466,475.077,134816101.07,15
2024-01-02 12:00:00+00:00,475.556,475.877,474.466,475.077,134816101.07,16
2024-01-02 13:00:00+00:00,475.556,475.877,474.466,475.077,134816101.07,17
2024-01-02 14:00:00+00:00,472.157,472.787,471.357,472.266,133774902.34,18
2024-01-02 15:00:00+00:00,472.257,472.697,471.276,471.666,218431396.48,19
2024-01-02 16:00:00+00:00,471.667,473.266,471.626,473.177,129537200.93,20
2024-01-02 17:00:00+00:00,473.187,473.656,472.577,472.636,118577400.21,21
2024-01-02 18:00:00+00:00,472.626,472.956,471.996,472.137,107348602.29,22
2024-01-02 19:00:00+00:00,472.136,472.247,470.916,470.916,118856796.26,23
2024-01-02 20:00:00+00:00,470.926,472.637,470.477,472.627,132066192.63,24
2024-01-02 21:00:00+00:00,470.926,472.637,470.477,472.627,132066192.63,25
2024-01-02 22:00:00+00:00,470.926,472.637,470.477,472.627,132066192.63,26
2024-01-02 23:00:00+00:00,470.926,472.637,470.477,472.627,132066192.63,27
2024-01-03 00:00:00+00:00,470.926,472.637,470.477,472.627,132066192.63,28
2024-01-03 01:00:00+00:00,470.926,472.637,470.477,472.627,132066192.63,29
2024-01-03 02:00:00+00:00,470.926,472.637,470.477,472.627,132066192.63,30
2024-01-03 03:00:00+00:00,470.926,472.637,470.477,472.627,132066192.63,31
2024-01-03 04:00:00+00:00,470.926,472.637,470.477,472.627,132066192.63,32
2024-01-03 05:00:00+00:00,470.926,472.637,470.477,472.627,132066192.63,33
2024-01-03 06:00:00+00:00,470.926,472.637,470.477,472.627,132066192.63,34
2024-01-03 07:00:00+00:00,470.926,472.637,470.477,472.627,132066192.63,35
2024-01-03 08:00:00+00:00,470.926,472.637,470.477,472.627,132066192.63,36
2024-01-03 09:00:00+00:00,470.926,472.637,470.477,472.627,132066192.63,37
2024-01-03 10:00:00+00:00,470.926,472.637,470.477,472.627,132066192.63,38
2024-01-03 11:00:00+00:00,470.926,472.637,470.477,472.627,132066192.63,39
2024-01-03 12:00:00+00:00,470.926,472.637,470.477,472.627,132066192.63,40
2024-01-03 13:00:00+00:00,470.926,472.637,470.477,472.627,132066192.63,41
2024-01-03 14:00:00+00:00,470.457,470.517,469.646,469.916,110547302.25,42
2024-01-03 15:00:00+00:00,469.776,470.947,468.706,469.376,214942993.16,43
2024-01-03 16:00:00+00:00,469.376,469.917,469.116,469.246,181663101.2,44
2024-01-03 17:00:00+00:00,469.256,470.367,468.966,470.297,107993598.94,45
2024-01-03 18:00:00+00:00,470.286,470.757,469.846,470.076,88777496.34,46
2024-01-03 19:00:00+00:00,470.057,471.167,468.956,470.216,239417602.54,47
2024-01-03 20:00:00+00:00,470.216,470.286,468.146,468.746,173220306.4,48
2024-01-03 21:00:00+00:00,470.216,470.286,468.146,468.746,173220306.4,49
2024-01-03 22:00:00+00:00,470.216,470.286,468.146,468.746,173220306.4,50
2024-01-03 23:00:00+00:00,470.216,470.286,468.146,468.746,173220306.4,51
2024-01-04 00:00:00+00:00,470.216,470.286,468.146,468.746,173220306.4,52
2024-01-04 01:00:00+00:00,470.216,470.286,468.146,468.746,173220306.4,53
2024-01-04 02:00:00+00:00,470.216,470.286,468.146,468.746,173220306.4,54
2024-01-04 03:00:00+00:00,470.216,470.286,468.146,468.746,173220306.4,55
2024-01-04 04:00:00+00:00,470.216,470.286,468.146,468.746,173220306.4,56
2024-01-04 05:00:00+00:00,470.216,470.286,468.146,468.746,173220306.4,57
2024-01-04 06:00:00+00:00,470.216,470.286,468.146,468.746,173220306.4,58
2024-01-04 07:00:00+00:00,470.216,470.286,468.146,468.746,173220306.4,59
2024-01-04 08:00:00+00:00,470.216,470.286,468.146,468.746,173220306.4,60
