index,open,high,low,close,volume,date
2024-01-01 20:00:00+00:00,376.636,376.837,375.136,375.826,9398400.31,0
2024-01-01 21:00:00+00:00,376.636,376.837,375.136,375.826,9398400.31,1
2024-01-01 22:00:00+00:00,376.636,376.837,375.136,375.826,9398400.31,2
2024-01-01 23:00:00+00:00,376.636,376.837,375.136,375.826,9398400.31,3
2024-01-02 00:00:00+00:00,376.636,376.837,375.136,375.826,9398400.31,4
2024-01-02 01:00:00+00:00,376.636,376.837,375.136,375.826,9398400.31,5
2024-01-02 02:00:00+00:00,376.636,376.837,375.136,375.826,9398400.31,6
2024-01-02 03:00:00+00:00,376.636,376.837,375.136,375.826,9398400.31,7
2024-01-02 04:00:00+00:00,376.636,376.837,375.136,375.826,9398400.31,8
2024-01-02 05:00:00+00:00,376.636,376.837,375.136,375.826,9398400.31,9
2024-01-02 06:00:00+00:00,376.636,376.837,375.136,375.826,9398400.31,10
2024-01-02 07:00:00+00:00,376.636,376.837,375.136,375.826,9398400.31,11
2024-01-02 08:00:00+00:00,376.636,376.837,375.136,375.826,9398400.31,12
2024-01-02 09:00:00+00:00,376.636,376.837,375.136,375.826,9398400.31,13
2024-01-02 10:00:00+00:00,376.636,376.837,375.136,375.826,9398400.31,14
2024-01-02 11:00:00+00:00,376.636,376.837,375.136,375.826,9398400.31,15
2024-01-02 12:00:00+00:00,376.636,376.837,375.136,375.826,9398400.31,16
2024-01-02 13:00:00+00:00,376.636,376.837,375.136,375.826,9398400.31,17
2024-01-02 14:00:00+00:00,373.707,375.867,366.776,367.667,9517200.47,18
2024-01-02 15:00:00+00:00,367.586,369.017,366.986,368.257,14113200.19,19
2024-01-02 16:00:00+00:00,368.246,371.097,368.226,370.876,12537599.56,20
2024-01-02 17:00:00+00:00,370.887,371.347,369.226,369.347,10343999.86,21
2024-01-02 18:00:00+00:00,369.366,370.187,369.126,369.477,9453599.93,22
2024-01-02 19:00:00+00:00,369.466,369.716,368.296,368.296,10624799.73,23
2024-01-02 20:00:00+00:00,368.317,371.177,368.266,370.887,13677599.91,24
2024-01-02 21:00:00+00:00,368.317,371.177,368.266,370.887,13677599.91,25
2024-01-02 22:00:00+00:00,368.317,371.177,368.266,370.887,13677599.91,26
2024-01-02 23:00:00+00:00,368.317,371.177,368.266,370.887,13677599.91,27
2024-01-03 00:00:00+00:00,368.317,371.177,368.266,370.887,13677599.91,28
2024-01-03 01:00:00+00:00,368.317,371.177,368.266,370.887,13677599.91,29
2024-01-03 02:00:00+00:00,368.317,371.177,368.266,370.887,13677599.91,30
2024-01-03 03:00:00+00:00,368.317,371.177,368.266,370.887,13677599.91,31
2024-01-03 04:00:00+00:00,368.317,371.177,368.266,370.887,13677599.91,32
2024-01-03 05:00:00+00:00,368.317,371.177,368.266,370.887,13677599.91,33
2024-01-03 06:00:00+00:00,368.317,371.177,368.266,370.887,13677599.91,34
2024-01-03 07:00:00+00:00,368.317,371.177,368.266,370.887,13677599.91,35
2024-01-03 08:00:00+00:00,368.317,371.177,368.266,370.887,13677599.91,36
2024-01-03 09:00:00+00:00,368.317,371.177,368.266,370.887,13677599.91,37
2024-01-03 10:00:00+00:00,368.317,371.177,368.266,370.887,13677599.91,38
2024-01-03 11:00:00+00:00,368.317,371.177,368.266,370.887,13677599.91,39
2024-01-03 12:00:00+00:00,368.317,371.177,368.266,370.887,13677599.91,40
2024-01-03 13:00:00+00:00,368.317,371.177,368.266,370.887,13677599.91,41
2024-01-03 14:00:00+00:00,369.006,373.246,368.506,372.027,10167599.68,42
2024-01-03 15:00:00+00:00,371.927,373.217,371.036,372.256,14500800.13,43
2024-01-03 16:00:00+00:00,372.276,372.786,370.506,370.766,12008399.96,44
2024-01-03 17:00:00+00:00,370.777,372.417,370.716,372.357,10161600.11,45
2024-01-03 18:00:00+00:00,372.337,372.627,370.996,371.467,9049200.06,46
2024-01-03 19:00:00+00:00,371.437,372.256,370.357,371.666,15019200.33,47
2024-01-03 20:00:00+00:00,371.697,371.836,369.806,370.587,15278400.42,48
2024-01-03 21:00:00+00:00,371.697,371.836,369.806,370.587,15278400.42,49
2024-01-03 22:00:00+00:00,371.697,371.836,369.806,370.587,15278400.42,50
2024-01-03 23:00:00+00:00,371.697,371.836,369.806,370.587,15278400.42,51
2024-01-04 00:00:00+00:00,371.697,371.836,369.806,370.587,15278400.42,52
2024-01-04 01:00:00+00:00,371.697,371.836,369.806,370.587,15278400.42,53
2024-01-04 02:00:00+00:00,371.697,371.836,369.806,370.587,15278400.42,54
2024-01-04 03:00:00+00:00,371.697,371.836,369.806,370.587,15278400.42,55
2024-01-04 04:00:00+00:00,371.697,371.836,369.806,370.587,15278400.42,56
2024-01-04 05:00:00+00:00,371.697,371.836,369.806,370.587,15278400.42,57
2024-01-04 06:00:00+00:00,371.697,371.836,369.806,370.587,15278400.42,58
2024-01-04 07:00:00+00:00,371.697,371.836,369.806,370.587,15278400.42,59
2024-01-04 08:00:00+00:00,371.697,371.836,369.806,370.587,15278400.42,60
2024-01-04 09:00:00+00:00,371.697,371.836,369.806,370.587,15278400.42,61
2024-01-04 10:00:00+00:00,371.697,371.836,369.806,370.587,15278400.42,62
2024-01-04 11:00:00+00:00,371.697,371.836,369.806,370.587,15278400.42,63
2024-01-04 12:00:00+00:00,371.697,371.836,369.806,370.587,15278400.42,64
2024-01-04 13:00:00+00:00,371.697,371.836,369.806,370.587,15278400.42,65
2024-01-04 14:00:00+00:00,370.686,372.597,370.456,371.466,7157999.99,66
2024-01-04 15:00:00+00:00,371.477,372.437,371.006,371.727,12433199.88,67
2024-01-04 16:00:00+00:00,371.757,373.076,370.987,370.997,10731599.81,68
2024-01-04 17:00:00+00:00,370.997,371.387,369.926,370.316,10436400.41,69
2024-01-04 18:00:00+00:00,370.316,370.726,370.116,370.237,8625599.86,70
2024-01-04 19:00:00+00:00,370.246,370.727,369.107,369.246,8989199.64,71
2024-01-04 20:00:00+00:00,369.266,369.306,367.116,367.916,11892000.2,72
2024-01-04 21:00:00+00:00,369.266,369.306,367.116,367.916,11892000.2,73
2024-01-04 22:00:00+00:00,369.266,369.306,367.116,367.916,11892000.2,74
2024-01-04 23:00:00+00:00,369.266,369.306,367.116,367.916,11892000.2,75
2024-01-05 00:00:00+00:00,369.266,369.306,367.116,367.916,11892000.2,76
2024-01-05 01:00:00+00:00,369.266,369.306,367.116,367.916,11892000.2,77
2024-01-05 02:00:00+00:00,369.266,369.306,367.116,367.916,11892000.2,78
2024-01-05 03:00:00+00:00,369.266,369.306,367.116,367.916,11892000.2,79
2024-01-05 04:00:00+00:00,369.266,369.306,367.116,367.916,11892000.2,80
2024-01-05 05:00:00+00:00,369.266,369.306,367.116,367.916,11892000.2,81
2024-01-05 06:00:00+00:00,369.266,369.306,367.116,367.916,11892000.2,82
2024-01-05 07:00:00+00:00,369.266,369.306,367.116,367.916,11892000.2,83
2024-01-05 08:00:00+00:00,369.266,369.306,367.116,367.916,11892000.2,84
2024-01-05 09:00:00+00:00,369.266,369.306,367.116,367.916,11892000.2,85
2024-01-05 10:00:00+00:00,369.266,369.306,367.116,367.916,11892000.2,86
2024-01-05 11:00:00+00:00,369.266,369.306,367.116,367.916,11892000.2,87
2024-01-05 12:00:00+00:00,369.266,369.306,367.116,367.916,11892000.2,88
2024-01-05 13:00:00+00:00,369.266,369.306,367.116,367.916,11892000.2,89
2024-01-05 14:00:00+00:00,369.126,370.506,368.747,369.587,7530000.21,90
2024-01-05 15:00:00+00:00,369.617,371.717,369.497,371.666,12561599.73,91
2024-01-05 16:00:00+00:00,371.647,372.027,370.196,370.717,9767999.65,92
2024-01-05 17:00:00+00:00,370.706,370.706,368.786,368.916,10644000.05,93
2024-01-05 18:00:00+00:00,368.917,369.106,367.986,368.377,10609199.52,94
2024-01-05 19:00:00+00:00,368.317,368.807,366.936,367.177,10435199.74,95
2024-01-05 20:00:00+00:00,367.146,367.966,366.487,367.617,11465999.6,96
2024-01-05 21:00:00+00:00,367.146,367.966,366.487,367.617,11465999.6,97
2024-01-05 22:00:00+00:00,367.146,367.966,366.487,367.617,11465999.6,98
2024-01-05 23:00:00+00:00,367.146,367.966,366.487,367.617,11465999.6,99
2024-01-06 00:00:00+00:00,367.146,367.966,366.487,367.617,11465999.6,100
2024-01-06 01:00:00+00:00,367.146,367.966,366.487,367.617,11465999.6,101
2024-01-06 02:00:00+00:00,367.146,367.966,366.487,367.617,11465999.6,102
2024-01-06 03:00:00+00:00,367.146,367.966,366.487,367.617,11465999.6,103
2024-01-06 04:00:00+00:00,367.146,367.966,366.487,367.617,11465999.6,104
2024-01-06 05:00:00+00:00,367.146,367.966,366.487,367.617,11465999.6,105
2024-01-06 06:00:00+00:00,367.146,367.966,366.487,367.617,11465999.6,106
2024-01-06 07:00:00+00:00,367.146,367.966,366.487,367.617,11465999.6,107
2024-01-06 08:00:00+00:00,367.146,367.966,366.487,367.617,11465999.6,108
2024-01-06 09:00:00+00:00,367.146,367.966,366.487,367.617,11465999.6,109
2024-01-06 10:00:00+00:00,367.146,367.966,366.487,367.617,11465999.6,110
2024-01-06 11:00:00+00:00,367.146,367.966,366.487,367.617,11465999.6,111
2024-01-06 12:00:00+00:00,367.146,367.966,366.487,367.617,11465999.6,112
2024-01-06 13:00:00+00:00,367.146,367.966,366.487,367.617,11465999.6,113
2024-01-06 14:00:00+00:00,367.146,367.966,366.487,367.617,11465999.6,114
2024-01-06 15:00:00+00:00,367.146,367.966,366.487,367.617,11465999.6,115
2024-01-06 16:00:00+00:00,367.146,367.966,366.487,367.617,11465999.6,116
2024-01-06 17:00:00+00:00,367.146,367.966,366.487,367.617,11465999.6,117
2024-01-06 18:00:00+00:00,367.146,367.966,366.487,367.617,11465999.6,118
2024-01-06 19:00:00+00:00,367.146,367.966,366.487,367.617,11465999.6,119
2024-01-06 20:00:00+00:00,367.146,367.966,366.487,367.617,11465999.6,120
2024-01-06 21:00:00+00:00,367.146,367.966,366.487,367.617,11465999.6,121
2024-01-06 22:00:00+00:00,367.146,367.966,366.487,367.617,11465999.6,122
2024-01-06 23:00:00+00:00,367.146,367.966,366.487,367.617,11465999.6,123
2024-01-07 00:00:00+00:00,367.146,367.966,366.487,367.617,11465999.6,124
2024-01-07 01:00:00+00:00,367.146,367.966,366.487,367.617,11465999.6,125
2024-01-07 02:00:00+00:00,367.146,367.966,366.487,367.617,11465999.6,126
2024-01-07 03:00:00+00:00,367.146,367.966,366.487,367.617,11465999.6,127
2024-01-07 04:00:00+00:00,367.146,367.966,366.487,367.617,11465999.6,128
2024-01-07 05:00:00+00:00,367.146,367.966,366.487,367.617,11465999.6,129
2024-01-07 06:00:00+00:00,367.146,367.966,366.487,367.617,11465999.6,130
2024-01-07 07:00:00+00:00,367.146,367.966,366.487,367.617,11465999.6,131
2024-01-07 08:00:00+00:00,367.146,367.966,366.487,367.617,11465999.6,132
2024-01-07 09:00:00+00:00,367.146,367.966,366.487,367.617,11465999.6,133
2024-01-07 10:00:00+00:00,367.146,367.966,366.487,367.617,11465999.6,134
2024-01-07 11:00:00+00:00,367.146,367.966,366.487,367.617,11465999.6,135
2024-01-07 12:00:00+00:00,367.146,367.966,366.487,367.617,11465999.6,136
2024-01-07 13:00:00+00:00,367.146,367.966,366.487,367.617,11465999.6,137
2024-01-07 14:00:00+00:00,367.146,367.966,366.487,367.617,11465999.6,138
2024-01-07 15:00:00+00:00,367.146,367.966,366.487,367.617,11465999.6,139
2024-01-07 16:00:00+00:00,367.146,367.966,366.487,367.617,11465999.6,140
2024-01-07 17:00:00+00:00,367.146,367.966,366.487,367.617,11465999.6,141
2024-01-07 18:00:00+00:00,367.146,367.966,366.487,367.617,11465999.6,142
2024-01-07 19:00:00+00:00,367.146,367.966,366.487,367.617,11465999.6,143
2024-01-07 20:00:00+00:00,367.146,367.966,366.487,367.617,11465999.6,144
2024-01-07 21:00:00+00:00,367.146,367.966,366.487,367.617,11465999.6,145
2024-01-07 22:00:00+00:00,367.146,367.966,366.487,367.617,11465999.6,146
2024-01-07 23:00:00+00:00,367.146,367.966,366.487,367.617,11465999.6,147
2024-01-08 00:00:00+00:00,367.146,367.966,366.487,367.617,11465999.6,148
2024-01-08 01:00:00+00:00,367.146,367.966,366.487,367.617,11465999.6,149
2024-01-08 02:00:00+00:00,367.146,367.966,366.487,367.617,11465999.6,150
2024-01-08 03:00:00+00:00,367.146,367.966,366.487,367.617,11465999.6,151
2024-01-08 04:00:00+00:00,367.146,367.966,366.487,367.617,11465999.6,152
2024-01-08 05:00:00+00:00,367.146,367.966,366.487,367.617,11465999.6,153
2024-01-08 06:00:00+00:00,367.146,367.966,366.487,367.617,11465999.6,154
2024-01-08 07:00:00+00:00,367.146,367.966,366.487,367.617,11465999.6,155
2024-01-08 08:00:00+00:00,367.146,367.966,366.487,367.617,11465999.6,156
2024-01-08 09:00:00+00:00,367.146,367.966,366.487,367.617,11465999.6,157
2024-01-08 10:00:00+00:00,367.146,367.966,366.487,367.617,11465999.6,158
2024-01-08 11:00:00+00:00,367.146,367.966,366.487,367.617,11465999.6,159
2024-01-08 12:00:00+00:00,367.146,367.966,366.487,367.617,11465999.6,160
2024-01-08 13:00:00+00:00,367.146,367.966,366.487,367.617,11465999.6,161
2024-01-08 14:00:00+00:00,369.397,370.946,368.996,370.537,6602399.83,162
2024-01-08 15:00:00+00:00,370.536,370.906,369.726,370.246,8702400.21,163
2024-01-08 16:00:00+00:00,370.236,371.376,369.936,371.187,7969200.13,164
2024-01-08 17:00:00+00:00,371.177,372.017,370.686,371.826,7903200.15,165
2024-01-08 18:00:00+00:00,371.826,372.447,371.566,372.446,5552400.11,166
2024-01-08 19:00:00+00:00,372.447,374.756,372.126,374.516,7000800.13,167
2024-01-08 20:00:00+00:00,374.527,375.196,373.996,374.387,10087200.16,168
2024-01-08 21:00:00+00:00,374.527,375.196,373.996,374.387,10087200.16,169
2024-01-08 22:00:00+00:00,374.527,375.196,373.996,374.387,10087200.16,170
2024-01-08 23:00:00+00:00,374.527,375.196,373.996,374.387,10087200.16,171
2024-01-09 00:00:00+00:00,374.527,375.196,373.996,374.387,10087200.16,172
2024-01-09 01:00:00+00:00,374.527,375.196,373.996,374.387,10087200.16,173
2024-01-09 02:00:00+00:00,374.527,375.196,373.996,374.387,10087200.16,174
2024-01-09 03:00:00+00:00,374.527,375.196,373.996,374.387,10087200.16,175
2024-01-09 04:00:00+00:00,374.527,375.196,373.996,374.387,10087200.16,176
2024-01-09 05:00:00+00:00,374.527,375.196,373.996,374.387,10087200.16,177
2024-01-09 06:00:00+00:00,374.527,375.196,373.996,374.387,10087200.16,178
2024-01-09 07:00:00+00:00,374.527,375.196,373.996,374.387,10087200.16,179
2024-01-09 08:00:00+00:00,374.527,375.196,373.996,374.387,10087200.16,180
2024-01-09 09:00:00+00:00,374.527,375.196,373.996,374.387,10087200.16,181
2024-01-09 10:00:00+00:00,374.527,375.196,373.996,374.387,10087200.16,182
2024-01-09 11:00:00+00:00,374.527,375.196,373.996,374.387,10087200.16,183
2024-01-09 12:00:00+00:00,374.527,375.196,373.996,374.387,10087200.16,184
2024-01-09 13:00:00+00:00,374.527,375.196,373.996,374.387,10087200.16,185
2024-01-09 14:00:00+00:00,372.006,373.156,371.376,371.887,6459599.97,186
2024-01-09 15:00:00+00:00,371.887,374.487,371.186,373.556,10170000.08,187
2024-01-09 16:00:00+00:00,373.566,375.687,373.407,375.656,8134799.96,188
2024-01-09 17:00:00+00:00,375.657,375.736,375.007,375.577,8240400.31,189
2024-01-09 18:00:00+00:00,375.577,375.977,374.306,375.186,8991600.04,190
2024-01-09 19:00:00+00:00,375.186,375.597,374.816,375.276,8905200.0,191
2024-01-09 20:00:00+00:00,375.276,375.776,374.276,375.717,12352800.37,192
2024-01-09 21:00:00+00:00,375.276,375.776,374.276,375.717,12352800.37,193
2024-01-09 22:00:00+00:00,375.276,375.776,374.276,375.717,12352800.37,194
2024-01-09 23:00:00+00:00,375.276,375.776,374.276,375.717,12352800.37,195
2024-01-10 00:00:00+00:00,375.276,375.776,374.276,375.717,12352800.37,196
2024-01-10 01:00:00+00:00,375.276,375.776,374.276,375.717,12352800.37,197
2024-01-10 02:00:00+00:00,375.276,375.776,374.276,375.717,12352800.37,198
2024-01-10 03:00:00+00:00,375.276,375.776,374.276,375.717,12352800.37,199
